"parameter_set_id","description","strategy","mean_estimated_rate","mean_true_rate","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","p_monitor","bias_v","bias_factor","p_sets_select","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
20,"Vessel bias","trips",680.257271761662,686.327835621596,-6.07056385993395,-0.916227155571392,-265.339864106077,321.934490148942,-33.4045662715998,38.2088978086148,2,0.3,-2,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
20,"Vessel bias","vessels",557.357681099727,686.327835621596,-128.970154521869,-18.4528083061967,-423.457249848294,159.19549167481,-51.5763737639427,22.6460540563637,2,0.3,-2,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
21,"Trip bias","sets",680.916722815952,682.878697180629,-1.96197436467713,-0.288973087837505,-78.7272682895966,74.234396541339,-11.1292542177886,9.87801220450307,3,0.3,0,-2,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
21,"Trip bias","trips",156.724451392699,682.878697180629,-526.15424578793,-76.710445574027,-743.220428627161,-361.792002665102,-83.4928491073581,-68.65984675978,3,0.3,0,-2,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
21,"Trip bias","vessels",682.959089043636,682.878697180629,0.0803918630063458,0.14847962095933,-303.899872839237,350.374265873212,-41.0725991526396,48.8781512888826,3,0.3,0,-2,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
22,"Baseline 20%","sets",686.438399466369,687.218160938571,-0.779761472201416,-0.231414414108655,-103.425037480325,119.395700645098,-14.4452567239151,15.7078515988903,4,0.2,0,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
22,"Baseline 20%","trips",686.677187806387,687.218160938571,-0.540973132184174,-0.12064198072531,-303.908569938887,457.981646047278,-39.4940203988203,64.6316325678441,4,0.2,0,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
22,"Baseline 20%","vessels",668.711316302113,687.218160938571,-18.5068446364582,-2.72704564517388,-397.419551780421,527.20349627789,-49.6809082521677,67.0726619286285,4,0.2,0,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
23,"Vessel bias 20%","sets",682.663320669302,684.434625884541,-1.77130521523876,-0.181955352269912,-97.6026130605061,99.9413906811297,-12.8006422491866,14.2363001100971,5,0.2,-2,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
23,"Vessel bias 20%","trips",695.237573048835,684.434625884541,10.8029471642936,1.38052787247904,-272.006413164296,405.041663756476,-37.8010637038986,53.0245722740201,5,0.2,-2,0,1,3,"Market species + high trip variance",50,10,1.13,26,1.8,5.6,0.41,1.3,0.42
