"parameter_set_id","description","strategy","mean_estimated_rate","mean_monitored_sets","mean_true_rate","mean_true_catch","mean_estimated_catch","mean_catch_real","lower_ci_catch_real","upper_ci_catch_real","mean_catch_estimated","lower_ci_catch_estimated","upper_ci_catch_estimated","mean_catch_missed","lower_ci_catch_missed","upper_ci_catch_missed","mean_bias","mean_bias_percent","lower_ci_mean_bias","upper_ci_mean_bias","lower_ci_mean_bias_percent","upper_ci_mean_bias_percent","monitoring_param_set","p_monitor","bias_v","bias_factor","p_sets_select","spp_param_set","species","V","mu_trips","theta_trips","mu_sets","theta_sets","beta_0","sigma_x","sigma_z","theta"
39,"Trip bias","trips",0.010774790644044,2635.022,0.010743890336573,141.691,142.116094846513,141.691,89,204.05,142.116094846513,74.9743533479233,220.597622900145,-0.42509484651276,-50.7634117255607,44.5054652243569,3.09003074710266e-05,0.211947921465528,-0.0033993330159717,0.00385639744075451,-31.377848668733,34.770174908263,3,1,0,-2,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
39,"Trip bias","vessels",0.0107818726887986,2636.577,0.010743890336573,141.691,142.240093639284,141.691,89,204.05,142.240093639284,70.1407211341605,224.934524658501,-0.549093639283586,-52.0128052035433,48.82127181255,3.79823522256091e-05,0.226113291512332,-0.00374116441068359,0.00391155469763509,-34.9643473573284,38.744187918609,3,1,0,-2,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
40,"Baseline 20%","sets",0.0105623293098855,524.53,0.0107292063974517,141.052,138.837689740495,141.052,91,209.025,138.837689740495,25.6155161532957,290.177703997809,2.21431025950533,-119.507970103555,113.003474576271,-0.000166877087566201,-1.6889077569094,-0.0082235867237423,0.00959059633489047,-76.9854556510357,92.6172157046725,4,0.2,0,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
40,"Baseline 20%","trips",0.0107854976044585,526.126,0.0107292063974517,141.052,142.089695223946,141.052,91,209.025,142.089695223946,26.0687979450117,295.023278491049,-1.03769522394608,-137.698997595644,100.985325850649,5.62912070068574e-05,0.394026773815476,-0.00790632448175463,0.010484254369532,-78.05262347977,94.1158033404748,4,0.2,0,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
40,"Baseline 20%","vessels",0.0105187897393876,525.979,0.0107292063974517,141.052,138.695986247324,141.052,91,209.025,138.695986247324,0,336.39210964245,2.35601375267596,-173.670360305867,133,-0.000210416658064025,-1.94077779466328,-0.0103848741553161,0.0135388716580027,-100,120.846616602067,4,0.2,0,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
41,"Vessel bias 20%","sets",0.0104570382561178,519.603,0.0107322829718638,139.309,136.027940944432,139.309,89,204.05,136.027940944432,24.7310116959064,287.302658187291,3.28105905556771,-125.086803816338,106.784663717016,-0.000275244715745936,-2.44715512731884,-0.0083532412720147,0.0093660388467666,-79.8757058786363,89.2834232768385,5,0.2,-2,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
41,"Vessel bias 20%","trips",0.0104860966506843,516.919,0.0107322829718638,139.309,135.807696091642,139.309,89,204.05,135.807696091642,25.6888074113733,286.830215126893,3.50130390835751,-142.893517822295,114.698837163264,-0.000246186321179482,-2.14418028099738,-0.00879787825565456,0.0111225364704325,-79.7804643832354,105.397235118041,5,0.2,-2,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
41,"Vessel bias 20%","vessels",0.00702879020252061,628.882,0.0107322829718638,139.309,91.1297903848403,139.309,89,204.05,91.1297903848403,0,207.313541918429,48.1792096151597,-61.0849056691621,152.388001610305,-0.00370349276934317,-33.9387715668945,-0.0111137008972897,0.00467377588848968,-100,44.4262755850222,5,0.2,-2,0,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
42,"Trip bias 20%","sets",0.0104904630973789,524.299,0.0107763340318601,141.473,138.243218450946,141.473,94,202,138.243218450946,25.2180031117549,289.69539705803,3.22978154905363,-126.837710715548,107.697245940324,-0.000285870934481173,-2.79629167092303,-0.00827577111499947,0.00944858191127705,-77.3716472141478,84.9455776297931,6,0.2,0,-2,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
42,"Trip bias 20%","trips",0.00630597823804766,677.39,0.0107763340318601,141.473,82.9856627177019,141.473,94,202,82.9856627177019,0,185.645275652607,58.4873372822981,-31.2488435390835,134.283384504081,-0.00447035579381246,-41.167437423418,-0.010655982189631,0.00250367166332345,-100,24.5027097707581,6,0.2,0,-2,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
42,"Trip bias 20%","vessels",0.0108773212647028,528.085,0.0107763340318601,141.473,142.77216155561,141.473,94,202,142.77216155561,0,322.674599889261,-1.29916155561018,-172.564298780488,127.907815436241,0.000100987232842722,0.936158822864464,-0.0101499301525897,0.0136117462874236,-100,121.867456043256,6,0.2,0,-2,0.2,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
43,"Baseline 75%","sets",0.0107467050332992,1961.088,0.0107524762291634,140.459,140.490266029084,140.459,90,210,140.490266029084,66.8806791104293,231.329661328939,-0.0312660290838807,-54.4053554640839,56.0329120284689,-5.77119586426458e-06,-0.0623575178428011,-0.00418082245709992,0.00424969574702609,-41.5310276602339,41.126253883924,7,0.2,0,0,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
43,"Baseline 75%","trips",0.0106821691885678,1967.572,0.0107524762291634,140.459,139.668952051742,140.459,90,210,139.668952051742,61.1388830772042,235.487344529496,0.790047948257998,-70.6157401343355,60.9062546023564,-7.03070405956573e-05,-0.73420569382566,-0.00476679567032237,0.0056455450922826,-46.2039044079361,48.26988857099,7,0.2,0,0,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
43,"Baseline 75%","vessels",0.0106629367111613,1996.208,0.0107524762291634,140.459,139.367801861255,140.459,90,210,139.367801861255,47.059361187107,273.498417518913,1.09119813874538,-108.464304878881,86.8961309251791,-8.95395180021185e-05,-0.683978171179853,-0.00677691487314181,0.00844075102781724,-58.9845147750682,80.3339432622492,7,0.2,0,0,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
44,"Vessel bias 75%","sets",0.0105574951471324,1966.43,0.0106880932106816,140.121,138.450599190142,140.121,90.9999999999999,212.999999999999,138.450599190142,65.6427146592443,234.637743724229,1.67040080985847,-57.6436787914419,56.1774184526724,-0.000130598063549173,-1.2297278020534,-0.00443497892780714,0.00460522692165001,-42.3224836774627,43.8500008968086,8,0.2,-2,0,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
44,"Vessel bias 75%","trips",0.01073525078488,1964.809,0.0106880932106816,140.121,140.854935333443,140.121,90.9999999999999,212.999999999999,140.854935333443,65.438440769243,237.097897896463,-0.733935333442983,-65.9863544203819,61.9059991998024,4.7157574198427e-05,0.562679582911453,-0.00497731079667725,0.00514954060882395,-43.7176517162365,49.9192631905298,8,0.2,-2,0,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
44,"Vessel bias 75%","vessels",0.00708979292858538,2406.585,0.0106880932106816,140.121,93.0057778782442,140.121,90.9999999999999,212.999999999999,93.0057778782442,33.5550321014436,174.515245411723,47.1152221217558,-22.0638175876411,121.19218314192,-0.00359830028209623,-33.0932002671412,-0.00900546494180181,0.00171639174240623,-74.071257353516,16.6799862215844,8,0.2,-2,0,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
45,"Trip bias 75%","sets",0.0107370625750357,1980.547,0.0106870243627094,141.132,141.92393146643,141.132,90.975,203,141.92393146643,72.1947342398607,239.416009257624,-0.791931466429937,-61.8917397644395,51.7980795891662,5.00382123262886e-05,0.470937724734199,-0.00409861330409859,0.00470583374183724,-38.3891942180587,42.3222390409218,9,0.2,0,-2,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
45,"Trip bias 75%","trips",0.00615751037185662,2555.782,0.0106870243627094,141.132,81.4319923089717,141.132,90.975,203,81.4319923089717,36.7147196121646,144.005090831326,59.7000076910283,14.4485805814585,108.521571087302,-0.00452951399085283,-42.2525139149499,-0.008154971647799,-0.00104122648080433,-69.660333040186,-11.2469069710804,9,0.2,0,-2,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
45,"Trip bias 75%","vessels",0.0107393528311789,1958.284,0.0106870243627094,141.132,141.353552792795,141.132,90.975,203,141.353552792795,54.2732963670078,266.023964043138,-0.221552792795222,-110.813795076075,96.4069551085786,5.23284684694418e-05,0.823198524493723,-0.00672926754305233,0.00864528427771144,-58.4327833555787,79.5764895646237,9,0.2,0,-2,0.75,5,"Rare bycatch species",50,10,1.13,26,1.8,-4.9,0.55,0.65,0.42
